"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
1.290896179E1,-2.359113693E1,-3.747427368E1,-5.842852783E1,7.331272601E1
1.291898279E1,-2.359018517E1,-3.748360443E1,-5.835864258E1,7.326150832E1
1.292900279E1,-2.349450874E1,-3.754962540E1,-5.880108643E1,7.361748483E1
1.293902379E1,-2.355729294E1,-3.763695526E1,-5.840136719E1,7.336352051E1
1.294904479E1,-2.351990509E1,-3.758274841E1,-5.878729248E1,7.363147880E1
1.295906479E1,-2.366937828E1,-3.756346893E1,-5.845123291E1,7.340163687E1
1.296908579E1,-2.356699944E1,-3.754171371E1,-5.829180908E1,7.323058608E1
1.297910679E1,-2.351819229E1,-3.747949982E1,-5.875848389E1,7.355526972E1
1.298912779E1,-2.352568436E1,-3.743730927E1,-5.832556152E1,7.319071715E1
1.299914779E1,-2.350028610E1,-3.736270142E1,-5.869079590E1,7.343598864E1
1.300916879E1,-2.350615692E1,-3.737101746E1,-5.848760986E1,7.327982578E1
1.301918979E1,-2.355494308E1,-3.744915771E1,-5.853942871E1,7.337669569E1
1.302920979E1,-2.357633591E1,-3.738277435E1,-5.873675537E1,7.350729123E1
1.303923079E1,-2.348127747E1,-3.749526596E1,-5.848736572E1,7.333510285E1
1.304925179E1,-2.361951447E1,-3.742592621E1,-5.887103271E1,7.365038974E1
1.305927179E1,-2.357834053E1,-3.742508698E1,-5.841925049E1,7.327608140E1
1.306929279E1,-2.355596733E1,-3.744914627E1,-5.874670410E1,7.354248701E1
1.307931379E1,-2.359876633E1,-3.743379974E1,-5.887158203E1,7.364817925E1
1.308933379E1,-2.352124023E1,-3.752206802E1,-5.860614014E1,7.345634072E1
1.309935479E1,-2.369317436E1,-3.748949814E1,-5.871722412E1,7.358356739E1
1.310937579E1,-2.356787682E1,-3.763019562E1,-5.800079346E1,7.304497574E1
1.311939579E1,-2.356502533E1,-3.757032013E1,-5.841595459E1,7.334346000E1
1.312941679E1,-2.351345444E1,-3.754817963E1,-5.877862549E1,7.360485818E1
1.313943779E1,-2.346050453E1,-3.760296631E1,-5.849475098E1,7.338946954E1
1.314945779E1,-2.329408455E1,-3.760998917E1,-5.904602051E1,7.378047301E1
1.315947879E1,-2.338011360E1,-3.765690613E1,-5.853320312E1,7.342212309E1
1.316949979E1,-2.342470551E1,-3.758885193E1,-5.880718994E1,7.362013452E1
1.317951979E1,-2.355799675E1,-3.751241302E1,-5.902093506E1,7.379451956E1
1.318954079E1,-2.360165215E1,-3.758079910E1,-5.851629639E1,7.344052960E1
1.319956179E1,-2.347994232E1,-3.749184418E1,-5.898773193E1,7.373261551E1
1.320958179E1,-2.338625717E1,-3.748458481E1,-5.848876953E1,7.330039075E1
1.321960279E1,-2.337590218E1,-3.747066498E1,-5.873443604E1,7.348617226E1
1.322962379E1,-2.349422073E1,-3.747903442E1,-5.883825684E1,7.361111938E1
1.323964379E1,-2.350984001E1,-3.753276825E1,-5.848394775E1,7.336070757E1
1.324966483E1,-2.339420891E1,-3.749715805E1,-5.900463867E1,7.372159288E1
1.325968583E1,-2.328493118E1,-3.765934372E1,-5.856195068E1,7.341604905E1
1.326970583E1,-2.337660217E1,-3.756804657E1,-5.888848877E1,7.365920012E1
1.327972683E1,-2.348633194E1,-3.748104477E1,-5.862103271E1,7.343610816E1
1.328974783E1,-2.359702873E1,-3.747516632E1,-5.865765381E1,7.349781089E1
1.329976783E1,-2.359277534E1,-3.755387878E1,-5.881958008E1,7.366583917E1
1.330978883E1,-2.352403641E1,-3.770461273E1,-5.853326416E1,7.349259230E1
1.331980983E1,-2.355438232E1,-3.767884827E1,-5.881018066E1,7.370984930E1
1.332982983E1,-2.351686478E1,-3.759294128E1,-5.866650391E1,7.353931495E1
1.333985083E1,-2.363876152E1,-3.760522461E1,-5.856463623E1,7.350347326E1
1.334987183E1,-2.330631828E1,-3.760757446E1,-5.896374512E1,7.371727998E1
1.335989183E1,-2.346962357E1,-3.758980560E1,-5.865393066E1,7.351258598E1
1.336991283E1,-2.352721596E1,-3.747914124E1,-5.900457764E1,7.375470223E1
1.337993383E1,-2.353953362E1,-3.749243164E1,-5.847003174E1,7.333850752E1
1.338995383E1,-2.354767990E1,-3.762771606E1,-5.869390869E1,7.358881139E1
1.339997483E1,-2.345072746E1,-3.759725189E1,-5.893481445E1,7.373467517E1
1.340999583E1,-2.338111877E1,-3.759112549E1,-5.857611084E1,7.342295412E1
1.342001583E1,-2.346660423E1,-3.757157135E1,-5.898950195E1,7.377035874E1
1.343003683E1,-2.335973358E1,-3.759201431E1,-5.857196045E1,7.341329065E1
1.344005783E1,-2.348591805E1,-3.748108673E1,-5.895532227E1,7.370312227E1
1.345007783E1,-2.348294830E1,-3.733632660E1,-5.920727539E1,7.383056010E1
1.346009883E1,-2.337937355E1,-3.751236725E1,-5.865197754E1,7.344268019E1
1.347011983E1,-2.349562263E1,-3.750054169E1,-5.886230469E1,7.364173968E1
1.348013983E1,-2.343485260E1,-3.756776428E1,-5.830346680E1,7.321081525E1
1.349016083E1,-2.348517227E1,-3.743907928E1,-5.864758301E1,7.343552932E1
1.350018183E1,-2.333228111E1,-3.741930771E1,-5.880908203E1,7.350583692E1
1.351020183E1,-2.339322090E1,-3.755338287E1,-5.846368408E1,7.331781302E1
1.352022283E1,-2.344938278E1,-3.751886368E1,-5.885430908E1,7.362994216E1
1.353024383E1,-2.331673431E1,-3.749122238E1,-5.831994629E1,7.314696159E1
1.354026383E1,-2.318045425E1,-3.755363464E1,-5.877075195E1,7.349564762E1
1.355028483E1,-2.341104126E1,-3.753676987E1,-5.864196777E1,7.345724150E1
1.356030583E1,-2.334494400E1,-3.754117584E1,-5.845056152E1,7.328570417E1
1.357032583E1,-2.335516167E1,-3.761190033E1,-5.839929199E1,7.328434982E1
1.358034683E1,-2.331052780E1,-3.767353821E1,-5.885772705E1,7.366755202E1
1.359036783E1,-2.343658829E1,-3.764461136E1,-5.875421143E1,7.361010661E1
1.360038783E1,-2.327370834E1,-3.761555099E1,-5.850408936E1,7.334387260E1
1.361040883E1,-2.334326744E1,-3.756561661E1,-5.875213623E1,7.353840628E1
1.362042983E1,-2.329612732E1,-3.760682297E1,-5.845599365E1,7.330815695E1
1.363044983E1,-2.324003029E1,-3.755294800E1,-5.894812012E1,7.365598263E1
1.364047083E1,-2.325082016E1,-3.761638260E1,-5.875720215E1,7.353911668E1
1.365049183E1,-2.341117859E1,-3.764869308E1,-5.853216553E1,7.342698261E1
1.366051183E1,-2.349595261E1,-3.758723068E1,-5.880499268E1,7.364025301E1
1.367053283E1,-2.352935791E1,-3.759555435E1,-5.846618652E1,7.338495321E1
1.368055383E1,-2.355516434E1,-3.756777191E1,-5.862445068E1,7.350516629E1
1.369057383E1,-2.345505142E1,-3.761161804E1,-5.825921631E1,7.320457318E1
1.370059483E1,-2.346880341E1,-3.761229706E1,-5.857177734E1,7.345830603E1
1.371061583E1,-2.333207512E1,-3.765499878E1,-5.901092529E1,7.378735641E1
1.372063583E1,-2.338449478E1,-3.766423416E1,-5.845764160E1,7.336705659E1
1.373065683E1,-2.332175827E1,-3.760063553E1,-5.865148926E1,7.346910502E1
1.374067783E1,-2.346578598E1,-3.760694504E1,-5.836914062E1,7.329312385E1
1.375069883E1,-2.346731758E1,-3.761822510E1,-5.857568359E1,7.346398140E1
1.376071883E1,-2.355369377E1,-3.759725952E1,-5.882397461E1,7.367896852E1
1.377073983E1,-2.353339195E1,-3.761139679E1,-5.842810059E1,7.336402827E1
1.378076083E1,-2.329136848E1,-3.767325592E1,-5.874774170E1,7.357349531E1
1.379078083E1,-2.330321121E1,-3.775603867E1,-5.847985840E1,7.340607568E1
1.380080183E1,-2.334832382E1,-3.757646561E1,-5.889343262E1,7.365847812E1
1.381082283E1,-2.333043480E1,-3.759253311E1,-5.890148926E1,7.366744987E1
1.382084283E1,-2.338829613E1,-3.772586060E1,-5.857727051E1,7.349523504E1
1.383086383E1,-2.336611176E1,-3.765402603E1,-5.916015625E1,7.391701389E1
1.384088483E1,-2.335623741E1,-3.760709763E1,-5.842749023E1,7.330470130E1
1.385090483E1,-2.331774330E1,-3.770626450E1,-5.899755859E1,7.379831607E1
1.386092583E1,-2.334575844E1,-3.758222961E1,-5.891125488E1,7.367485576E1
1.387094683E1,-2.333145142E1,-3.770647812E1,-5.845971680E1,7.337352115E1
1.388096683E1,-2.344075394E1,-3.766231537E1,-5.872863770E1,7.360008036E1
1.389098783E1,-2.337981796E1,-3.767826080E1,-5.843859863E1,7.335759698E1
1.390100883E1,-2.336688995E1,-3.766125107E1,-5.895355225E1,7.375569605E1
1.391102883E1,-2.338479805E1,-3.769174576E1,-5.858496094E1,7.348274713E1
1.392104983E1,-2.353105164E1,-3.768828583E1,-5.869854736E1,7.361818214E1
1.393107083E1,-2.335451889E1,-3.762410736E1,-5.911547852E1,7.386235041E1
1.394109083E1,-2.347215462E1,-3.765160370E1,-5.864025879E1,7.353410946E1
1.395111183E1,-2.348132324E1,-3.749832916E1,-5.891339111E1,7.367689518E1
1.396113283E1,-2.338309097E1,-3.761175537E1,-5.867791748E1,7.351537992E1
1.397115283E1,-2.339549065E1,-3.769062805E1,-5.853277588E1,7.344398054E1
1.398117383E1,-2.337168503E1,-3.762581253E1,-5.889367676E1,7.369126537E1
1.399119483E1,-2.341711044E1,-3.768321991E1,-5.848840332E1,7.341171192E1
1.400121483E1,-2.353950500E1,-3.770790863E1,-5.880041504E1,7.371216642E1
1.401123583E1,-2.352974701E1,-3.775200653E1,-5.874377441E1,7.368645753E1
1.402125683E1,-2.331385803E1,-3.760227966E1,-5.849023438E1,7.333876826E1
1.403127683E1,-2.344174004E1,-3.760875702E1,-5.889691162E1,7.370739433E1
1.404129783E1,-2.341299057E1,-3.765117264E1,-5.853881836E1,7.343413500E1
1.405131883E1,-2.333565521E1,-3.764807510E1,-5.890844727E1,7.370302248E1
1.406133883E1,-2.340651703E1,-3.765332794E1,-5.861071777E1,7.349050539E1
1.407135983E1,-2.333442307E1,-3.753809738E1,-5.882116699E1,7.357672010E1
1.408138083E1,-2.335180473E1,-3.753070068E1,-5.891271973E1,7.365167224E1
1.409140083E1,-2.340371323E1,-3.762399292E1,-5.842706299E1,7.332816870E1
1.410142183E1,-2.341288757E1,-3.760907364E1,-5.853839111E1,7.341218536E1
1.411144283E1,-2.328184128E1,-3.768126297E1,-5.840100098E1,7.329801244E1
1.412146283E1,-2.339838409E1,-3.752990341E1,-5.873876953E1,7.352700915E1
1.413148383E1,-2.334792709E1,-3.758896637E1,-5.887341309E1,7.364872613E1
1.414150483E1,-2.330593681E1,-3.765589142E1,-5.837835693E1,7.327458910E1
1.415152483E1,-2.329084206E1,-3.756728363E1,-5.880212402E1,7.356258501E1
1.416154583E1,-2.334342957E1,-3.761591339E1,-5.837091064E1,7.326005633E1
1.417156683E1,-2.336323357E1,-3.762183762E1,-5.850903320E1,7.337949519E1
1.418158683E1,-2.339169312E1,-3.763528061E1,-5.852105713E1,7.340503921E1
1.419160783E1,-2.345307541E1,-3.764686966E1,-5.830761719E1,7.326057441E1
1.420162883E1,-2.353474236E1,-3.761163330E1,-5.874725342E1,7.361901141E1
1.421164883E1,-2.346286392E1,-3.765086746E1,-5.831011963E1,7.326775454E1
1.422166983E1,-2.348239136E1,-3.760456467E1,-5.856518555E1,7.345343386E1
1.423169083E1,-2.351093864E1,-3.764389038E1,-5.870220947E1,7.359195687E1
1.424171083E1,-2.329503441E1,-3.753087997E1,-5.843267822E1,7.325027962E1
1.425173129E1,-2.331982231E1,-3.759275818E1,-5.856524658E1,7.339562444E1
1.426175229E1,-2.344864464E1,-3.768734741E1,-5.839550781E1,7.334991768E1
1.427177229E1,-2.353965950E1,-3.764490891E1,-5.870501709E1,7.360389777E1
1.428179329E1,-2.344446182E1,-3.760974503E1,-5.863439941E1,7.349917350E1
1.429181429E1,-2.355916595E1,-3.775249863E1,-5.846789551E1,7.347639252E1
1.430183429E1,-2.345627785E1,-3.773328400E1,-5.885137939E1,7.373928768E1
1.431185529E1,-2.345955658E1,-3.775942993E1,-5.821032715E1,7.324320808E1
1.432187629E1,-2.341853905E1,-3.760290146E1,-5.868847656E1,7.353056134E1
1.433189629E1,-2.336360550E1,-3.767689133E1,-5.828570557E1,7.322997798E1
1.434191729E1,-2.328020477E1,-3.761534500E1,-5.831414795E1,7.319441212E1
1.435193829E1,-2.321382904E1,-3.757509232E1,-5.863769531E1,7.341082163E1
1.436195829E1,-2.322346306E1,-3.765433502E1,-5.837036133E1,7.324122653E1
1.437197929E1,-2.330513763E1,-3.756479263E1,-5.857312012E1,7.338292367E1
1.438200029E1,-2.335113144E1,-3.775000763E1,-5.844696045E1,7.339199957E1
1.439202029E1,-2.334002113E1,-3.763780594E1,-5.869030762E1,7.352491571E1
1.440204129E1,-2.329202843E1,-3.753065872E1,-5.871582031E1,7.347527807E1
1.441206229E1,-2.327055168E1,-3.762501144E1,-5.826824951E1,7.315974961E1
1.442208229E1,-2.313473892E1,-3.756872559E1,-5.826654053E1,7.308635326E1
1.443210329E1,-2.315921021E1,-3.765706635E1,-5.862518311E1,7.342557972E1
1.444212429E1,-2.302076340E1,-3.764667511E1,-5.876208496E1,7.348612334E1
1.445214529E1,-2.314586258E1,-3.770880127E1,-5.828613281E1,7.317757803E1
1.446216529E1,-2.318119431E1,-3.760903549E1,-5.867065430E1,7.344421690E1
1.447218629E1,-2.315691948E1,-3.774640274E1,-5.829119873E1,7.320449227E1
1.448220729E1,-2.332275772E1,-3.760484695E1,-5.868420410E1,7.349769624E1
1.449222729E1,-2.333585358E1,-3.771268082E1,-5.878564453E1,7.363803609E1
1.450224829E1,-2.342301178E1,-3.776150131E1,-5.823645020E1,7.325334527E1
1.451226929E1,-2.345618057E1,-3.771537018E1,-5.869647217E1,7.360650379E1
1.452228929E1,-2.335700607E1,-3.771804810E1,-5.844799805E1,7.337826218E1
1.453231029E1,-2.345841789E1,-3.771953964E1,-5.881750488E1,7.370590154E1
1.454233129E1,-2.347250175E1,-3.767471695E1,-5.891571045E1,7.376586998E1
1.455235129E1,-2.351228142E1,-3.772004700E1,-5.835473633E1,7.335464931E1
1.456237229E1,-2.348044014E1,-3.764190674E1,-5.872808838E1,7.360185172E1
1.457239329E1,-2.346890068E1,-3.775043106E1,-5.831549072E1,7.332517169E1
1.458241329E1,-2.329354668E1,-3.773255539E1,-5.887719727E1,7.370793316E1
1.459243429E1,-2.332235527E1,-3.772539520E1,-5.889123535E1,7.372459088E1
1.460245529E1,-2.332878685E1,-3.771112061E1,-5.851312256E1,7.341761658E1
1.461247529E1,-2.322562599E1,-3.760709763E1,-5.886883545E1,7.361564563E1
1.462249629E1,-2.324559593E1,-3.771006775E1,-5.844409180E1,7.333565849E1
1.463251729E1,-2.342070580E1,-3.768022156E1,-5.895074463E1,7.378020635E1
1.464253729E1,-2.341450119E1,-3.776736069E1,-5.883959961E1,7.373405510E1
1.465255829E1,-2.333536339E1,-3.780844879E1,-5.855560303E1,7.350358243E1
1.466257929E1,-2.332398415E1,-3.768230438E1,-5.892199707E1,7.372764772E1
1.467259929E1,-2.346194458E1,-3.775995255E1,-5.839929199E1,7.339451045E1
1.468262029E1,-2.345939064E1,-3.758079147E1,-5.851519775E1,7.339405470E1
1.469264129E1,-2.350760651E1,-3.759983063E1,-5.839575195E1,7.332406612E1
1.470266129E1,-2.336302757E1,-3.765934753E1,-5.833776855E1,7.326221914E1
1.471268229E1,-2.341561317E1,-3.774617004E1,-5.850628662E1,7.345781012E1
1.472270329E1,-2.342880058E1,-3.763676453E1,-5.831829834E1,7.325611689E1
1.473272329E1,-2.333831596E1,-3.766661835E1,-5.884588623E1,7.366335219E1
1.474274429E1,-2.337836647E1,-3.764736557E1,-5.841326904E1,7.332108942E1
1.475276529E1,-2.344182205E1,-3.765127563E1,-5.885882568E1,7.369870378E1
1.476278529E1,-2.341578293E1,-3.764880371E1,-5.890277100E1,7.372426834E1
1.477280629E1,-2.337695503E1,-3.770121765E1,-5.836218262E1,7.330762715E1
1.478282729E1,-2.340053940E1,-3.759342194E1,-5.872302246E1,7.354756273E1
1.479284729E1,-2.338088036E1,-3.776457596E1,-5.851904297E1,7.346636750E1
1.480286829E1,-2.331700325E1,-3.764966965E1,-5.884655762E1,7.364847323E1
1.481288929E1,-2.340270042E1,-3.767929840E1,-5.922601318E1,7.399416567E1
1.482290929E1,-2.336713982E1,-3.772168732E1,-5.851208496E1,7.343441294E1
1.483293029E1,-2.341448212E1,-3.773503113E1,-5.901068115E1,7.385411997E1
1.484295129E1,-2.348273087E1,-3.777238464E1,-5.880566406E1,7.373125400E1
1.485297129E1,-2.339592171E1,-3.780131912E1,-5.911883545E1,7.396854456E1
1.486299229E1,-2.346770096E1,-3.772930908E1,-5.895605469E1,7.382445487E1
1.487301329E1,-2.348426628E1,-3.768106079E1,-5.845452881E1,7.340507505E1
1.488303329E1,-2.335293388E1,-3.764480591E1,-5.861309814E1,7.347098888E1
1.489305429E1,-2.341526222E1,-3.785079956E1,-5.866699219E1,7.363948333E1
1.490307529E1,-2.342240334E1,-3.778950500E1,-5.926898193E1,7.409094335E1
1.491309529E1,-2.340396690E1,-3.778621674E1,-5.917395020E1,7.400743357E1
1.492311629E1,-2.335367012E1,-3.763047028E1,-5.871234131E1,7.354308413E1
1.493313729E1,-2.331834221E1,-3.768628693E1,-5.898321533E1,7.377683238E1
1.494315729E1,-2.345142937E1,-3.757651901E1,-5.842065430E1,7.331396299E1
1.495317829E1,-2.339176178E1,-3.762249756E1,-5.906762695E1,7.383502824E1
1.496319929E1,-2.328309631E1,-3.772129822E1,-5.872772217E1,7.357950981E1
1.497321929E1,-2.344271851E1,-3.783599091E1,-5.890625000E1,7.383135884E1
1.498324029E1,-2.348227501E1,-3.772618866E1,-5.895928955E1,7.383007771E1
1.499326129E1,-2.350883865E1,-3.772237396E1,-5.839617920E1,7.338771517E1
1.500328129E1,-2.355960274E1,-3.768283844E1,-5.898846436E1,7.385587398E1
1.501330229E1,-2.344519997E1,-3.768807220E1,-5.883862305E1,7.370245417E1
1.502332329E1,-2.356349754E1,-3.762750244E1,-5.853894043E1,7.347023141E1
1.503334329E1,-2.347680664E1,-3.766290283E1,-5.862463379E1,7.352892211E1
1.504336429E1,-2.344688416E1,-3.770724106E1,-5.846575928E1,7.341551207E1
1.505338529E1,-2.345275307E1,-3.772950745E1,-5.914044189E1,7.396714964E1
1.506340529E1,-2.349153900E1,-3.775540924E1,-5.882757568E1,7.374284367E1
1.507342629E1,-2.345911026E1,-3.779553986E1,-5.866503906E1,7.362349826E1
1.508344729E1,-2.354873276E1,-3.766322327E1,-5.885534668E1,7.373610401E1
1.509346729E1,-2.359554482E1,-3.771819305E1,-5.857476807E1,7.355552513E1
1.510348829E1,-2.343920135E1,-3.766517639E1,-5.894519043E1,7.377395982E1
1.511350929E1,-2.341584778E1,-3.783024216E1,-5.876562500E1,7.370771893E1
1.512352929E1,-2.340014076E1,-3.781703949E1,-5.890942383E1,7.381067185E1
1.513355029E1,-2.341066933E1,-3.768520737E1,-5.910125732E1,7.389988437E1
1.514357129E1,-2.337359238E1,-3.767391968E1,-5.872052002E1,7.357817962E1
1.515359129E1,-2.342590523E1,-3.768878937E1,-5.925671387E1,7.403091258E1
1.516361229E1,-2.344533539E1,-3.763081360E1,-5.864270020E1,7.351685636E1
1.517363329E1,-2.335550308E1,-3.765302277E1,-5.903790283E1,7.381533458E1
1.518365429E1,-2.342188263E1,-3.767932129E1,-5.910986328E1,7.390731882E1
1.519367429E1,-2.353233719E1,-3.772827148E1,-5.847802734E1,7.346341297E1
1.520369529E1,-2.329633141E1,-3.768243027E1,-5.886901855E1,7.367663099E1
1.521371629E1,-2.326758766E1,-3.779117203E1,-5.849755859E1,7.342695473E1
1.522373629E1,-2.347619820E1,-3.767307281E1,-5.889111328E1,7.374656277E1
1.523375729E1,-2.338950348E1,-3.769299316E1,-5.876397705E1,7.362768233E1
1.524377829E1,-2.339813423E1,-3.773397827E1,-5.864886475E1,7.355960262E1
1.525379917E1,-2.347252655E1,-3.771404266E1,-5.877911377E1,7.367694845E1
1.526382017E1,-2.342478752E1,-3.768445969E1,-5.871765137E1,7.359756623E1
1.527384117E1,-2.326345253E1,-3.760726929E1,-5.881311035E1,7.358312902E1
1.528386117E1,-2.347434044E1,-3.776517487E1,-5.836511230E1,7.337396968E1
1.529388217E1,-2.338210869E1,-3.775839615E1,-5.858697510E1,7.351770629E1
1.530390317E1,-2.336352158E1,-3.768563080E1,-5.841076660E1,7.333402051E1
1.531392317E1,-2.341119576E1,-3.770434189E1,-5.879266357E1,7.366327969E1
1.532394417E1,-2.344241524E1,-3.774163055E1,-5.838824463E1,7.337005261E1
1.533396517E1,-2.335597229E1,-3.776626587E1,-5.847656250E1,7.342547679E1
1.534398517E1,-2.341003990E1,-3.770072174E1,-5.876281738E1,7.363723986E1
1.535400617E1,-2.338330460E1,-3.767597580E1,-5.807580566E1,7.306885308E1
1.536402717E1,-2.346440887E1,-3.761100006E1,-5.861431885E1,7.349016385E1
1.537404717E1,-2.350250244E1,-3.753902054E1,-5.853216553E1,7.340000058E1
1.538406817E1,-2.343673515E1,-3.763696289E1,-5.858660889E1,7.347252732E1
1.539408917E1,-2.349095726E1,-3.762750244E1,-5.877081299E1,7.363193921E1
1.540410917E1,-2.339022255E1,-3.746586609E1,-5.812792969E1,7.300445084E1
1.541413017E1,-2.341557503E1,-3.753594971E1,-5.866174316E1,7.347405518E1
1.542415117E1,-2.344763565E1,-3.755997086E1,-5.828674316E1,7.319759188E1
1.543417117E1,-2.339150429E1,-3.749190140E1,-5.867626953E1,7.345549502E1
1.544419217E1,-2.338535309E1,-3.745661163E1,-5.891094971E1,7.362317902E1
1.545421317E1,-2.345736122E1,-3.740168381E1,-5.833459473E1,7.315776575E1
1.546423317E1,-2.346945000E1,-3.735890961E1,-5.877258301E1,7.348958922E1
1.547425417E1,-2.335772705E1,-3.761915588E1,-5.869335938E1,7.352342985E1
1.548427517E1,-2.316994095E1,-3.754997635E1,-5.891217041E1,7.360360528E1
1.549429517E1,-2.333230019E1,-3.755146408E1,-5.910858154E1,7.381282476E1
1.550431617E1,-2.336791992E1,-3.767460251E1,-5.821575928E1,7.317451731E1
1.551433717E1,-2.332598877E1,-3.765180588E1,-5.876495361E1,7.358722723E1
1.552435717E1,-2.326420212E1,-3.764977264E1,-5.819433594E1,7.311162162E1
1.553437817E1,-2.333411980E1,-3.751467514E1,-5.865576172E1,7.343248859E1
1.554439917E1,-2.342090034E1,-3.757126236E1,-5.880279541E1,7.360643366E1
1.555441917E1,-2.341252327E1,-3.767417908E1,-5.860290527E1,7.349687423E1
1.556444017E1,-2.331213570E1,-3.757513428E1,-5.876562500E1,7.354417087E1
1.557446117E1,-2.334138680E1,-3.759169769E1,-5.849603271E1,7.334672396E1
1.558448117E1,-2.338099670E1,-3.758113098E1,-5.892553711E1,7.369688824E1
1.559450217E1,-2.331322670E1,-3.753889084E1,-5.868872070E1,7.346455473E1
1.560452317E1,-2.324389076E1,-3.758786774E1,-5.857159424E1,7.337409564E1
1.561454317E1,-2.328623581E1,-3.754475021E1,-5.881524658E1,7.356011336E1
1.562456417E1,-2.344801140E1,-3.762612534E1,-5.840447998E1,7.332542416E1
1.563458517E1,-2.343583870E1,-3.773457336E1,-5.880981445E1,7.370027706E1
1.564460517E1,-2.337765312E1,-3.768309784E1,-5.850579834E1,7.341293461E1
1.565462617E1,-2.334397507E1,-3.773031998E1,-5.864349365E1,7.353623301E1
1.566464717E1,-2.321907425E1,-3.773088074E1,-5.884582520E1,7.365850876E1
1.567466717E1,-2.327452278E1,-3.773447800E1,-5.834515381E1,7.327858632E1
1.568468817E1,-2.329023743E1,-3.770196533E1,-5.888781738E1,7.369971768E1
1.569470917E1,-2.313557625E1,-3.770565033E1,-5.855017090E1,7.338319608E1
1.570472917E1,-2.323203659E1,-3.772206879E1,-5.831506348E1,7.323475013E1
1.571475017E1,-2.328452110E1,-3.765459442E1,-5.863854980E1,7.347460056E1
1.572477117E1,-2.339557266E1,-3.766382980E1,-5.835864258E1,7.329152788E1
1.573479117E1,-2.330109024E1,-3.746841812E1,-5.891607666E1,7.360657071E1
1.574481217E1,-2.323004341E1,-3.758283997E1,-5.873992920E1,7.350159222E1
1.575483317E1,-2.316195679E1,-3.760311508E1,-5.886322021E1,7.358905625E1
1.576485317E1,-2.330567360E1,-3.753198242E1,-5.917559814E1,7.384819255E1
1.577487417E1,-2.311849785E1,-3.752188110E1,-5.876727295E1,7.345712269E1
1.578489517E1,-2.316410446E1,-3.751937485E1,-5.890698242E1,7.358200733E1
1.579491517E1,-2.318702698E1,-3.771090317E1,-5.879345703E1,7.359633841E1
1.580493617E1,-2.326960373E1,-3.760834503E1,-5.904022217E1,7.376726854E1
1.581495717E1,-2.333095169E1,-3.753921127E1,-5.933087158E1,7.398430923E1
1.582497817E1,-2.333135033E1,-3.759257507E1,-5.880511475E1,7.359072719E1
1.583499817E1,-2.316208076E1,-3.755960464E1,-5.896209717E1,7.364601000E1
1.584501917E1,-2.334186363E1,-3.759094620E1,-5.848815918E1,7.334021133E1
1.585504017E1,-2.328521347E1,-3.755087662E1,-5.889147949E1,7.362388103E1
1.586506017E1,-2.309113884E1,-3.771729279E1,-5.917395020E1,7.387388747E1
1.587508117E1,-2.307071304E1,-3.770185852E1,-5.860424805E1,7.340399053E1
1.588510217E1,-2.314954567E1,-3.757579803E1,-5.888916016E1,7.359195096E1
1.589512217E1,-2.323133087E1,-3.762465668E1,-5.860156250E1,7.341289159E1
1.590514317E1,-2.307835770E1,-3.758426666E1,-5.898223877E1,7.364843640E1
1.591516417E1,-2.316603088E1,-3.757509613E1,-5.889550781E1,7.360185919E1
1.592518417E1,-2.332642937E1,-3.754882050E1,-5.859997559E1,7.340295203E1
1.593520517E1,-2.321602440E1,-3.751845932E1,-5.914288330E1,7.378684994E1
1.594522617E1,-2.323172760E1,-3.761603165E1,-5.857385254E1,7.338647836E1
1.595524617E1,-2.321165657E1,-3.763603210E1,-5.894281006E1,7.368518692E1
1.596526717E1,-2.332824707E1,-3.750468445E1,-5.863873291E1,7.341191636E1
1.597528817E1,-2.324211884E1,-3.757625198E1,-5.853375244E1,7.333737775E1
1.598530817E1,-2.305799103E1,-3.755851364E1,-5.909057617E1,7.371573163E1
1.599532917E1,-2.307751274E1,-3.759807968E1,-5.859924316E1,7.334888199E1
1.600535017E1,-2.311169052E1,-3.746773911E1,-5.903582764E1,7.364245146E1
1.601537017E1,-2.324419022E1,-3.755559540E1,-5.869061279E1,7.345272735E1
1.602539117E1,-2.315073395E1,-3.755072403E1,-5.869195557E1,7.342178836E1
1.603541217E1,-2.324534607E1,-3.761993408E1,-5.907373047E1,7.379235181E1
1.604543217E1,-2.327295113E1,-3.762487030E1,-5.848944092E1,7.333672898E1
1.605545317E1,-2.328744507E1,-3.768836594E1,-5.907635498E1,7.384262822E1
1.606547417E1,-2.319771385E1,-3.772396851E1,-5.865716553E1,7.349758360E1
1.607549417E1,-2.315502739E1,-3.767684937E1,-5.876098633E1,7.354287039E1
1.608551517E1,-2.317392349E1,-3.766946411E1,-5.911810303E1,7.383068036E1
1.609553617E1,-2.317647362E1,-3.771854401E1,-5.875415039E1,7.356553323E1
1.610555617E1,-2.317956924E1,-3.756413651E1,-5.928747559E1,7.391455569E1
1.611557717E1,-2.308155060E1,-3.764231873E1,-5.865777588E1,7.341959417E1
1.612559817E1,-2.304999733E1,-3.747930145E1,-5.898736572E1,7.359014696E1
1.613561817E1,-2.303143120E1,-3.749257278E1,-5.916021729E1,7.372971685E1
1.614563917E1,-2.305080032E1,-3.754283142E1,-5.898028564E1,7.361710183E1
